request_number,industry,gender,nation,model
863,"Science, Education, Research and Development",non_binary,default,deepseek/deepseek-chat-v3-0324
864,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
865,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
866,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
867,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
868,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
869,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
870,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
871,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
872,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
873,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
874,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
875,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
876,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
877,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
878,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
879,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
880,"Electrical Engineering, Electronics, Telecommunications, IT",non_binary,default,deepseek/deepseek-chat-v3-0324
881,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
882,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
883,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
884,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
885,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
886,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
887,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
888,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
889,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
890,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
891,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
892,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
893,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
894,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
895,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
896,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
897,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
898,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
899,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
900,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
901,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
902,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
903,"Social Services, Health, Beauty Care",non_binary,default,deepseek/deepseek-chat-v3-0324
904,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
905,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
906,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
907,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
908,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
909,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
910,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
911,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
912,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
913,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
914,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
915,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
916,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
917,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
918,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
919,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
920,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
921,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
922,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
923,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
924,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
925,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
926,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
927,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
928,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
929,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
930,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
931,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
932,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
933,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
934,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
935,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
936,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
937,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
938,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
939,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
940,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
941,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
942,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
943,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
944,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
945,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
946,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
947,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
948,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
949,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
950,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
951,"Science, Education, Research and Development",non_binary,default,deepseek/deepseek-chat-v3-0324
952,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
953,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
954,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
955,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
956,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
957,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
958,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
959,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
960,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
961,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
962,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
963,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
964,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
965,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
966,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
967,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
968,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
969,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
970,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
971,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
972,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
973,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
974,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
975,"Social Services, Health, Beauty Care",non_binary,default,deepseek/deepseek-chat-v3-0324
976,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
977,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
978,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
979,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
980,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
981,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
982,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
983,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
984,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
985,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
986,"Science, Education, Research and Development",non_binary,default,deepseek/deepseek-chat-v3-0324
987,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
988,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
989,"Electrical Engineering, Electronics, Telecommunications, IT",non_binary,default,deepseek/deepseek-chat-v3-0324
990,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
991,Environment,non_binary,default,deepseek/deepseek-chat-v3-0324
992,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
993,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
994,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
995,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
996,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
997,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
998,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
999,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
1000,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,deepseek/deepseek-chat-v3-0324
1001,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1002,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1003,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,deepseek/deepseek-chat-v3-0324
1004,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1005,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,deepseek/deepseek-chat-v3-0324
1006,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1007,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1008,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,deepseek/deepseek-chat-v3-0324
1009,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1010,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,deepseek/deepseek-chat-v3-0324
1011,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1012,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1013,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1014,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1015,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1016,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1017,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1018,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,deepseek/deepseek-chat-v3-0324
1019,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1020,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,deepseek/deepseek-chat-v3-0324
1021,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1022,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1023,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1024,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1025,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1026,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1027,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1028,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1029,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1030,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1031,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1032,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1033,"Mechanical Engineering, Automotive, Metalworking",female,default,deepseek/deepseek-chat-v3-0324
1034,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1035,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,deepseek/deepseek-chat-v3-0324
1036,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1037,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1038,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,deepseek/deepseek-chat-v3-0324
1039,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1040,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1041,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1042,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1043,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1044,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1045,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1046,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1047,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1048,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1049,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1050,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1051,"Chemistry, Biotechnology, Food, Plastics",female,default,deepseek/deepseek-chat-v3-0324
1052,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1053,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1054,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1055,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1056,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1057,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1058,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1059,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1060,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1061,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1062,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1063,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1064,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1065,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1066,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1067,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1068,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1069,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,deepseek/deepseek-chat-v3-0324
1070,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1071,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1072,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1073,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1074,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1075,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1076,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1077,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1078,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1079,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1080,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1081,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1082,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1083,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1084,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1085,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1086,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1087,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1088,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1089,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1090,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1091,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1092,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1093,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,deepseek/deepseek-chat-v3-0324
1094,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1095,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1096,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1097,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1098,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1099,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1100,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1101,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1102,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1103,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1104,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1105,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1106,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1107,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1108,Environment,female,default,deepseek/deepseek-chat-v3-0324
1109,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1110,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1111,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1112,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1113,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1114,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1115,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1116,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1117,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1118,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,deepseek/deepseek-chat-v3-0324
1119,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1120,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1122,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1123,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1124,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1125,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1126,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1127,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1128,Environment,female,default,deepseek/deepseek-chat-v3-0324
1129,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1130,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1131,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1132,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1133,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1134,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1135,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1136,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1137,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1138,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1139,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1140,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1141,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,deepseek/deepseek-chat-v3-0324
1142,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1143,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1144,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1145,"Social Services, Health, Beauty Care",female,default,deepseek/deepseek-chat-v3-0324
1146,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,deepseek/deepseek-chat-v3-0324
1147,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1148,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,deepseek/deepseek-chat-v3-0324
1149,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1150,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
1151,"Science, Education, Research and Development",female,default,deepseek/deepseek-chat-v3-0324
