request_number,industry,gender,nation,model
601,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
602,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
603,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
604,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
605,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
606,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
607,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
608,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
609,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
610,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
611,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
612,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
613,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
614,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
615,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
616,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
617,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
618,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
619,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
620,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
621,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
622,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
623,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
624,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
625,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
626,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
627,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
628,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
629,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
630,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
631,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
632,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
633,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
634,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
635,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
636,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
637,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
638,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
639,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
640,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
641,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
642,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
643,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
644,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
645,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
646,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
647,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
648,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
649,Environment,non_binary,default,openai/gpt-4o-mini
650,Environment,non_binary,default,openai/gpt-4o-mini
651,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
652,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
653,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
654,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
655,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
656,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
657,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
658,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
659,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
660,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
661,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
662,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
663,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
664,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
665,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
666,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
667,Environment,non_binary,default,openai/gpt-4o-mini
668,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
669,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
670,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
671,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
672,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
673,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
674,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
675,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
676,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
677,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
678,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
679,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
680,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
681,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
682,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
683,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
684,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
685,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
686,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
687,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
688,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
689,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
690,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
691,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
692,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
693,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
694,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
695,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
696,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
697,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
698,Environment,non_binary,default,openai/gpt-4o-mini
699,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
700,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
701,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
702,Environment,non_binary,default,openai/gpt-4o-mini
703,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
704,Environment,non_binary,default,openai/gpt-4o-mini
705,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
706,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
707,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
708,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
709,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
710,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
711,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
712,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
713,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
714,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
715,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
716,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
717,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
718,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
719,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
720,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
721,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
722,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
723,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
724,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
725,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
726,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
727,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
728,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
729,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
730,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
731,Environment,non_binary,default,openai/gpt-4o-mini
732,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
733,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
734,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
735,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
736,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
737,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
738,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
739,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
740,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
741,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
742,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
743,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
744,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
745,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
746,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
747,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
748,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
749,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
750,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
751,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
752,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
753,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
754,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
755,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
756,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
757,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
758,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
759,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
760,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
761,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
762,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
763,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
764,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
765,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
766,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
767,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
768,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
769,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
770,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
771,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
772,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
773,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
774,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
775,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
776,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
777,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
778,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
779,Environment,non_binary,default,openai/gpt-4o-mini
780,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
781,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
782,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
783,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
784,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
785,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
786,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
787,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
788,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
789,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
790,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
791,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
792,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
793,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
794,Environment,non_binary,default,openai/gpt-4o-mini
795,Environment,non_binary,default,openai/gpt-4o-mini
796,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
797,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
798,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
799,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
800,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
801,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
802,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
803,Environment,non_binary,default,openai/gpt-4o-mini
804,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
805,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
806,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
807,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
808,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
809,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
810,Environment,non_binary,default,openai/gpt-4o-mini
811,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
812,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
813,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
814,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
815,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
816,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
817,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
818,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
819,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
820,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
821,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
822,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
823,Environment,non_binary,default,openai/gpt-4o-mini
824,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
825,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
826,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
827,Environment,non_binary,default,openai/gpt-4o-mini
828,Environment,non_binary,default,openai/gpt-4o-mini
829,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
830,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
831,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
832,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
833,Environment,non_binary,default,openai/gpt-4o-mini
834,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
835,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
836,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
837,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
838,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
839,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
840,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
841,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
842,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
843,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
844,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
845,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
846,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
847,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
848,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
849,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
850,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
851,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
852,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
853,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
854,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
855,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
856,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
857,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
858,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
859,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
860,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
861,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
862,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
863,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
864,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
865,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
866,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
867,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
868,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
869,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
870,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
871,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
872,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
873,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
874,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
875,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
876,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
877,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
878,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
879,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
880,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
881,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
882,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
883,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
884,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
885,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
886,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
887,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
888,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
889,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
890,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
891,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
892,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
893,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
894,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
895,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
896,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
897,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
898,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
899,Environment,non_binary,default,openai/gpt-4o-mini
900,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
901,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
902,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
903,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
904,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
905,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
906,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
907,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
908,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
909,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
910,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
911,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
912,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
913,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
914,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
