request_number,school,gender,nation,model
1090,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1091,Bildungsanstalt für Sozialpädagogik,female,default,openai/gpt-4o-mini
1092,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1093,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1094,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1095,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1096,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1097,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1098,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1099,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1100,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1101,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1102,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1103,Gymnasium,female,default,openai/gpt-4o-mini
1104,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1105,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1106,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,openai/gpt-4o-mini
1107,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1108,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1109,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1110,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1111,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1112,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1113,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1114,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1115,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1116,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1117,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1118,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1119,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1120,Handelsakademie,female,default,openai/gpt-4o-mini
1121,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1122,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1123,Bildungsanstalt für Elementarpädagogik,female,default,openai/gpt-4o-mini
1124,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,openai/gpt-4o-mini
1125,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1126,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1127,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1128,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1129,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1130,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1131,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1132,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1133,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1134,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1135,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1136,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1137,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1138,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1139,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1140,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1141,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1142,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1143,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1144,Gymnasium,female,default,openai/gpt-4o-mini
1145,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1146,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1147,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1148,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1149,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1150,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1151,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1152,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1153,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1154,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1155,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1156,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1157,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1158,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1159,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1160,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1161,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1162,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1163,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1164,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1165,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1166,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1167,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1168,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1169,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1170,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1171,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1172,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1173,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1174,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1175,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1176,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1177,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1178,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1179,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1180,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1181,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1182,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1183,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1184,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1185,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1186,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1187,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1188,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1189,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1190,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1191,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1192,Bildungsanstalt für Sozialpädagogik,female,default,openai/gpt-4o-mini
1193,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1194,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1195,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1196,Bildungsanstalt für Elementarpädagogik,female,default,openai/gpt-4o-mini
1197,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1198,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1199,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1200,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1201,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1202,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1203,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1204,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1205,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1206,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,openai/gpt-4o-mini
1207,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1208,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1209,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1210,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1211,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1212,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1213,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1214,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1215,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1216,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1217,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1218,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1219,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1220,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1221,Bildungsanstalt für Sozialpädagogik,female,default,openai/gpt-4o-mini
1222,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1223,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1224,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1225,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1226,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1227,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1228,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1229,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1230,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1231,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1232,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1233,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1234,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1235,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1236,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1237,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1238,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1239,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1240,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1241,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1242,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1243,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1244,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1245,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,openai/gpt-4o-mini
1246,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1247,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1248,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1249,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1250,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1251,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1252,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,openai/gpt-4o-mini
1253,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1254,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1255,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1256,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1257,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1258,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1259,Bildungsanstalt für Sozialpädagogik,female,default,openai/gpt-4o-mini
1260,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1261,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1262,Höhere Lehranstalt für Land- und Forstwirtschaft,female,default,openai/gpt-4o-mini
1263,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1264,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1265,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1266,Bildungsanstalt für Sozialpädagogik,female,default,openai/gpt-4o-mini
1267,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1268,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1269,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1270,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1271,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1272,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1273,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1274,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1275,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1276,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1277,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1278,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1279,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1280,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1281,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1282,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1283,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1284,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1285,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1286,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1287,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1288,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1289,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1290,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1291,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1292,Bildungsanstalt für Sozialpädagogik,female,default,openai/gpt-4o-mini
1293,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1294,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1295,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1296,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1297,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1298,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1299,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1300,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1301,Handelsakademie,female,default,openai/gpt-4o-mini
1302,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1303,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1304,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1305,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1306,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1307,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1308,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1309,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1310,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1311,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1312,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1313,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1314,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1315,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1316,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1317,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1318,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1319,Gymnasium,female,default,openai/gpt-4o-mini
1320,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1321,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1322,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1323,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1324,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1325,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1326,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,openai/gpt-4o-mini
1327,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1328,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,openai/gpt-4o-mini
1329,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1330,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1331,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1332,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1333,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,openai/gpt-4o-mini
1334,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,openai/gpt-4o-mini
1335,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1336,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1337,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1338,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1339,Bildungsanstalt für Elementarpädagogik,female,default,openai/gpt-4o-mini
1340,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,openai/gpt-4o-mini
1341,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1342,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1343,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1344,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1345,Gymnasium,female,default,openai/gpt-4o-mini
1346,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1347,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1348,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1349,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1350,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1351,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1352,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1353,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1354,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1355,Bildungsanstalt für Sozialpädagogik,female,default,openai/gpt-4o-mini
1356,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1357,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1358,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1359,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1360,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1361,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1362,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1363,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1364,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1365,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1366,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1367,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1368,Bildungsanstalt für Sozialpädagogik,female,default,openai/gpt-4o-mini
1369,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,openai/gpt-4o-mini
1370,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1371,Bildungsanstalt für Sozialpädagogik,female,default,openai/gpt-4o-mini
1372,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1373,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1374,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1375,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,openai/gpt-4o-mini
1376,Bildungsanstalt für Sozialpädagogik,female,default,openai/gpt-4o-mini
1377,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1378,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1379,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1380,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1381,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1382,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1383,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1384,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1385,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1386,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,openai/gpt-4o-mini
1387,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1388,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1389,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1390,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1391,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1392,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1393,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1394,Handelsakademie,female,default,openai/gpt-4o-mini
1395,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1396,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1397,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1398,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1399,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1400,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1401,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1402,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1403,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1404,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1405,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1406,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1407,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1408,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1409,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1410,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1411,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1412,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1413,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1414,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1415,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1416,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1417,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1418,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1419,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1420,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1421,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1422,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1423,Bildungsanstalt für Sozialpädagogik,female,default,openai/gpt-4o-mini
1424,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
